OBJECTID,DAUID,PRUID,PRNAME,CDUID,CDNAME,CDTYPE,CCSUID,CCSNAME,CSDUID,CSDNAME,CSDTYPE,ERUID,ERNAME,SACCODE,SACTYPE,CMAUID,CMAPUID,CMANAME,CMATYPE,CTUID,CTNAME,ADAUID,ShapeSTArea,ShapeSTLength
23325,35180179,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320004.02,0004.02,35180037,132854.368114985,1667.46020362543
23326,35180180,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320004.02,0004.02,35180037,214165.590107315,2541.10903454847
23327,35180181,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320004.02,0004.02,35180037,292549.121468225,2541.89913702473
23328,35180953,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320202.16,0202.16,35180007,22831342.3346026,23711.6002315602
23329,35180954,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320201.01,0201.01,35180012,6246785.49624659,11091.5235086888
23330,35180967,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320201.01,0201.01,35180012,234713.4024873,2585.70689954231
23331,35180968,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320202.15,0202.15,35180012,2208466.6625865,7028.86459835541
23332,35180221,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.06,0101.06,35180049,243214.28177587,2273.85424201721
23333,35180222,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.06,0101.06,35180049,158649.214162345,2056.77031954027
23334,35180223,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.06,0101.06,35180049,135955.760547595,1499.23853046009
23335,35180224,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.06,0101.06,35180049,354867.41735016,3334.1799400996
23336,35180225,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.06,0101.06,35180049,312828.28954724,3921.87907356736
23337,35180226,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.02,0101.02,35180040,740987.635775475,5318.97372235834
23338,35180227,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.02,0101.02,35180040,271998.34051717,2988.29221624024
23339,35180228,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.02,0101.02,35180040,126928.151189385,1533.9902839324
23340,35180229,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.02,0101.02,35180040,210368.093875175,1919.89589162568
23341,35180230,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.02,0101.02,35180040,188485.050053385,2300.42025614444
23342,35180950,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320200.00,0200.00,35180006,2068280.46823508,7654.79001129303
23343,35180951,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320200.00,0200.00,35180006,24907552.7960677,26994.2243626963
23344,35180952,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320200.00,0200.00,35180006,15662477.246226,20273.6006999213
23345,35180955,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320201.01,0201.01,35180012,1489153.37433278,8104.02051758567
23346,35180956,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320201.01,0201.01,35180012,110565.70039223,1678.14674051395
23347,35180957,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320201.01,0201.01,35180012,143203.985271745,2025.355075785
23348,35180960,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320201.02,0201.02,35180012,1480733.43903823,6268.30077813855
23349,35180961,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320201.02,0201.02,35180012,183902.31319607,1727.70025308393
23350,35180962,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320201.02,0201.02,35180012,925261.59240664,4483.99574013269
23351,35180963,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320201.02,0201.02,35180012,5085039.94196097,9239.14200791847
23352,35180964,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320201.02,0201.02,35180012,6411461.38853639,12655.240189215
23353,35180969,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320200.00,0200.00,35180006,34224552.6105752,30387.0581987426
23354,35180970,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320200.00,0200.00,35180006,11867441.1474225,14941.5731582754
23355,35180971,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320200.00,0200.00,35180006,25585304.4294636,28218.8567282016
23356,35180260,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320102.02,0102.02,35180048,137750.84319372,1840.87567305467
23357,35180261,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320104.00,0104.00,35180041,162422.379316455,1877.37106854731
23358,35180972,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320200.00,0200.00,35180006,37474698.26143,31594.7846637334
23359,35180980,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320202.16,0202.16,35180007,11226853.3277666,16945.3120600916
23360,35180981,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320202.16,0202.16,35180007,8673335.12742336,14107.5787093804
23361,35180982,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320202.14,0202.14,35180007,3718107.63277068,7952.19820482031
23362,35180983,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320202.12,0202.12,35182001,136877.3170576,1647.16054033535
23363,35180984,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320202.12,0202.12,35182001,302320.60918402,3252.02617444043
23364,35180973,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320200.00,0200.00,35180006,27249308.3339858,25572.8891715633
23365,35180974,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320202.16,0202.16,35180007,12071990.5946673,15818.3718494746
23366,35180975,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320206.00,0206.00,35180007,18495922.528454,18147.8666013845
23367,35180976,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320206.00,0206.00,35180007,14030056.8004669,21600.1538351198
23368,35180977,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320206.00,0206.00,35180007,3025275.03830294,8587.35945816296
23369,35180978,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320206.00,0206.00,35180007,4627705.31884771,10939.580384133
23370,35180985,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320202.12,0202.12,35182001,80104.218160935,1553.80285513461
23371,35180986,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320202.12,0202.12,35182001,838620.70420365,5581.38694623268
23372,35180987,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320202.12,0202.12,35182001,95335.06215544,2040.02629626211
23373,35180305,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320105.10,0105.10,35180033,72431.24550614,1330.04284228776
23374,35180306,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320105.10,0105.10,35180033,145026.748835655,1790.70893304085
23375,35180307,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.02,0101.02,35180040,307825.73974331,2511.20098407962
23376,35180309,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320013.00,0013.00,35180029,158692.29337354,1599.0434525636
23377,35180310,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320013.00,0013.00,35180029,192390.480305415,2530.05767822685
23378,35180311,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320013.00,0013.00,35180029,174028.524673815,1651.03384272972
23379,35180988,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320202.14,0202.14,35180007,29277154.7389783,33292.6925126366
23380,35180989,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320202.13,0202.13,35180031,1739072.4532736,9590.53424552267
23381,35180990,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320202.13,0202.13,35180031,50466.171573765,1003.04882283802
23382,35180991,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320202.11,0202.11,35180026,1363445.16642516,6785.82681021363
23383,35180992,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320202.11,0202.11,35180026,66556.20012909,1219.91993742184
23384,35180993,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320202.11,0202.11,35180026,153752.82727433,1770.26839226465
23385,35180320,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320014.01,0014.01,35180029,118555.233321865,1488.96409782898
23386,35180417,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350804.13,0804.13,35180057,42109.159972905,831.843654299584
23387,35180418,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350804.13,0804.13,35180057,164791.963699835,2088.65283914069
23388,35180419,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350804.13,0804.13,35180057,107459.846090785,1791.68123232528
23389,35180421,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350804.13,0804.13,35180057,68926.52123607,1224.67668446876
23390,35180423,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350804.08,0804.08,35180057,480336.54648884,3725.18150516625
23391,35180424,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350804.07,0804.07,35180071,97061.050383255,1944.84385537757
23392,35180425,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350804.07,0804.07,35180071,57637.797684355,1027.41242822553
23393,35180426,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350804.08,0804.08,35180057,89800.545427195,1348.73713636959
23394,35180427,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350804.06,0804.06,35180071,143458.35886233,2372.67583316576
23395,35180428,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350804.06,0804.06,35180071,248734.422138995,3292.53291096687
23396,35180429,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350804.06,0804.06,35180071,85098.673333085,1547.49191655206
23397,35180430,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350804.06,0804.06,35180071,142323.81934912,2274.28234904568
23398,35180472,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350801.01,0801.01,35180077,208984.523364315,2559.94599187589
23399,35181009,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320016.04,0016.04,35180010,22338107.472896,30146.1446875424
23400,35181010,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320016.04,0016.04,35180010,7097365.93700758,11904.6915536548
23401,35181011,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320206.00,0206.00,35180007,28089730.5855903,29120.7576319901
23402,35181012,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320206.00,0206.00,35180007,8581344.03361211,15779.9346678682
23403,35180354,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320100.03,0100.03,35180041,105316.11619722,1671.46661741662
23404,35180356,35,Ontario,3518,Durham,RM,3518009,Whitby,3518005,Ajax,T,3530,Toronto,535,1,535,35535,Toronto,B,5350805.21,0805.21,35180052,2146439.78441325,7001.399069132
23405,35180357,35,Ontario,3518,Durham,RM,3518009,Whitby,3518005,Ajax,T,3530,Toronto,535,1,535,35535,Toronto,B,5350805.21,0805.21,35180052,149912.949482175,2061.27372562383
23406,35180243,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.02,0101.02,35180040,458325.96633241,4425.92093164883
23407,35180244,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.03,0101.03,35180040,241389.421078755,3094.59208955563
23408,35180245,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.03,0101.03,35180040,187730.840120335,1766.34930954792
23409,35180248,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.05,0101.05,35180049,1465294.31623033,8167.22598491097
23410,35180249,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.05,0101.05,35180049,156857.59916996,1776.27667167502
23411,35180473,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350801.01,0801.01,35180077,119321.54306763,1450.29959455137
23412,35180474,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350801.01,0801.01,35180077,433835.814366355,4683.77606048834
23413,35180475,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350804.05,0804.05,35180073,581770.737846695,5756.91691783366
23414,35180476,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350804.05,0804.05,35180073,86009.615276255,1472.06230355679
23415,35180477,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350804.05,0804.05,35180073,78842.073975585,1898.96503863821
23416,35180478,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350804.05,0804.05,35180073,317648.86794532,2492.83070601282
23417,35180479,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350804.05,0804.05,35180073,139439.632104945,2072.24788882542
23418,35180480,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350804.05,0804.05,35180073,85241.75831177,1258.93145601047
23419,35180481,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350804.05,0804.05,35180073,452431.588645465,3608.66379156013
23420,35180482,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350804.05,0804.05,35180073,123439.452827185,1349.20710228289
23421,35180483,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350804.05,0804.05,35180073,119017.589092085,2267.05607549995
23422,35180484,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350803.06,0803.06,35180074,209895.19431954,2183.03887698211
23423,35180231,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.02,0101.02,35180040,127856.431087745,2340.96443134527
23424,35180232,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.03,0101.03,35180040,117568.545489725,1826.82746633067
23425,35180233,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.03,0101.03,35180040,140774.72303164,1554.62364599336
23426,35180234,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.03,0101.03,35180040,343230.102853135,3146.45491496415
23427,35180235,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.03,0101.03,35180040,160247.97746285,2179.61533236549
23428,35180236,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.04,0101.04,35180040,348415.921322315,4664.60561587351
23429,35180237,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.04,0101.04,35180040,53520.038521445,1075.65317995409
23430,35180238,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.04,0101.04,35180040,133325.39391143,1829.91107169707
23431,35180239,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.03,0101.03,35180040,121545.817028275,1937.97379104403
23432,35180240,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.03,0101.03,35180040,168155.133348205,2922.08639032789
23433,35180241,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.03,0101.03,35180040,211654.976160395,2905.87833382014
23434,35180242,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.02,0101.02,35180040,132902.69773982,1883.68202144124
23435,35180485,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350803.06,0803.06,35180074,110510.954152165,1824.38450473644
23436,35180250,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.05,0101.05,35180049,238417.46938748,3058.0008687292
23437,35180251,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.05,0101.05,35180049,91796.64153782,1722.2408921569
23438,35180252,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320102.03,0102.03,35180049,279910.32932984,2349.85120577016
23439,35180253,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320102.03,0102.03,35180049,261475.190631585,2538.20925099565
23440,35180254,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320102.03,0102.03,35180049,171588.56659202,2053.45736188082
23441,35180255,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320103.00,0103.00,35180055,185109.136055905,1823.44674997782
23442,35180256,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320102.03,0102.03,35180049,90387.3374762,1229.22213620434
23443,35180257,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320102.02,0102.02,35180048,160736.16505636,2358.9723877735
23444,35180258,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320102.02,0102.02,35180048,126993.626036985,1603.34102559178
23445,35180259,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320102.02,0102.02,35180048,240191.70265993,3272.09074504424
23446,35180262,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320104.00,0104.00,35180041,128987.262632465,1575.58692997312
23447,35180263,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320104.00,0104.00,35180041,118882.53706736,1545.72592556184
23448,35180264,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320103.00,0103.00,35180055,110218.73973764,1328.39496560469
23449,35180265,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320103.00,0103.00,35180055,281507.838356365,2582.36877857399
23450,35180266,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320100.02,0100.02,35180055,118357.518182195,1593.67897085894
23451,35180272,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320100.02,0100.02,35180055,90352.44530176,1437.97208708173
23452,35180273,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320103.00,0103.00,35180055,207304.20706605,2359.21399620308
23453,35180274,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320103.00,0103.00,35180055,154166.04405797,1606.02913810411
23454,35180275,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320103.00,0103.00,35180055,220889.683585995,1929.33642912111
23455,35180276,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320102.03,0102.03,35180049,446749.483795125,3407.89165243649
23456,35180277,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320102.03,0102.03,35180049,182573.202819235,1930.37888827661
23457,35180284,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320100.03,0100.03,35180041,122132.363500725,1644.29872753211
23458,35180285,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320100.03,0100.03,35180041,696981.86973708,4371.17982854143
23459,35180286,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320100.03,0100.03,35180041,305930.54670169,3358.72719417667
23460,35180287,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320104.00,0104.00,35180041,232435.7644223,2236.25797946008
23461,35180290,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320104.00,0104.00,35180041,252517.026641335,2589.71579094996
23462,35180513,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350804.01,0804.01,35180068,323333.687187255,2555.14898068289
